id,name,local_name,aliases,country_code,prefecture_codes,region_codes,city,lat,lon,domain,noodle_category,cultural_scope,publication_status,form,noodle_materials,noodle_shape,broth_bases,seasonings,keywords,summary,background,variation,parent_style_ids,public_source_ids,verification_level,reviewed_at,ingredients,tags,allergen_note,tradition,uniqueness,adventure,score_method,slug
jp-soba-tsugaru,津軽そば,,,JP,02,tohoku,弘前市・津軽地方,40.603,140.464,japan,soba,regional,published,soup,そば粉|大豆のしぼり汁等,やわらかく切れやすいそば,焼き干し|昆布等,醤油|塩,青森|津軽|大豆|熟成|焼き干し,そば粉へ大豆のしぼり汁などを加え、生地を寝かせる古い製法で作る津軽地方のそば。やわらかな麺を焼き干し系の汁で味わう。,手間のかかる伝統製法が一時衰退した後、地域の食文化として復元・継承されている。,大豆の使い方、熟成時間、麺のやわらかさ、だしは作り手により異なる。,jp-style-soba-kake,src-jp-soba-tsugaru-1|src-jp-soba-tsugaru-2,reviewed,2026-08-10,ねぎ|山菜等,soybean_binder|aged_dough|soft|historic_method|hot_soup,そば・大豆を含む。小麦、魚介だしを含む場合がある。,4.8,4.8,3.3,editorial_source_review_v1,soba-tsugaru
jp-soba-wanko,わんこそば,,,JP,03,tohoku,花巻市・盛岡市,39.389,141.117,japan,soba,regional,published,dipping,そば粉|小麦粉,食べやすく短めに盛るそば,かつお節|昆布等,醤油|みりん,岩手|花巻|盛岡|お椀|おかわり|もてなし,給仕が一口分のそばを小椀へ次々に入れ、客がふたを閉めるまで食べ進める岩手のもてなし文化。,客へたくさんのそばを振る舞う地域の宴席・もてなしの習慣から発達したと説明される。,給仕方法、薬味、つゆ、競技性、終了の合図は店と地域で異なる。,jp-style-soba-mori-zaru,src-jp-soba-wanko-1|src-jp-soba-wanko-2,reviewed,2026-08-10,薬味|刺身|なめこ|とろろ|漬物等,hospitality|small_servings|refill|ceremonial|interactive,そば・小麦・大豆・魚介を含む。薬味や副菜は個別確認が必要。,5.0,5.0,3.6,editorial_source_review_v1,soba-wanko
jp-yakisoba-ishinomaki,石巻焼きそば,,,JP,04,tohoku,石巻市,38.434,141.302,japan,yakisoba,regional,published,fried,小麦麺,茶色い中太の蒸し麺,魚介または肉系だしを加えて蒸し焼き,ソース|だし,宮城|石巻|茶色い麺|二度蒸し|だし,製麺段階で茶色く仕上げた麺を、だしを加えながら蒸し焼きにする石巻の焼きそば。しっとりした食感を持つ。,地域の製麺・食堂文化の中で独特の茶色い麺と調理法が定着した。,だしとソースの量、目玉焼き、具材、麺の水分量は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-ishinomaki-1|src-jp-yakisoba-ishinomaki-2,reviewed,2026-08-10,豚肉|キャベツ|もやし|目玉焼き（任意）,brown_noodle|steamed_twice|moist|dashi_added|local_food,小麦・大豆・豚肉を含む場合が多い。魚介だし、卵等を確認する必要がある。,4.2,4.6,2.7,editorial_source_review_v1,yakisoba-ishinomaki
jp-udon-inaniwa,稲庭うどん,,,JP,05,tohoku,湯沢市稲庭町,39.164,140.494,japan,udon,regional,published,hybrid,小麦粉|食塩|でん粉（打ち粉）,細く平たい手延べ乾麺,かつお節|昆布|煮干し（提供店による）,醤油|みりん|塩,秋田|湯沢|手延べ|乾麺|のどごし,細く平たい手延べ乾麺で、つるりとした舌ざわりとのどごしが際立つ秋田県湯沢市の麺。冷たいつけ麺でも温かいかけ麺でも食べられる。,稲庭地域で受け継がれてきた手延べ製法の乾麺。生地を熟成させ、撚りをかけながら細く延ばして乾燥する工程が特徴。,太さ、平たさ、乾燥度、つゆの甘さは製造者と提供店で異なる。,jp-style-udon-zaru|jp-style-udon-kake,src-jp-udon-inaniwa-1|src-jp-udon-inaniwa-2,reviewed,2026-08-10,薬味|天ぷら（任意）,hand_stretched|dried_noodle|thin|flat|smooth|cold_or_hot|dashi_forward,小麦を含む。つゆは大豆・魚介を含むことがあり、天ぷら等は店舗確認が必要。,5.0,4.3,2.3,editorial_source_review_v1,udon-inaniwa
jp-yakisoba-yokote,横手やきそば,,横手焼きそば,JP,05,tohoku,横手市,39.311,140.553,japan,yakisoba,regional,published,fried,小麦麺,太めのまっすぐなゆで麺,,ウスター系ソース,秋田|横手|目玉焼き|福神漬け|太麺,太めのまっすぐなゆで麺を甘めのソースで炒め、目玉焼きと福神漬けを添える横手市のご当地焼きそば。,戦後の屋台・食堂文化の中で発達し、地域団体による品質基準や食文化の発信が進められている。,ソースの甘さ、麺のやわらかさ、ひき肉とキャベツの量、卵の焼き加減は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-yokote-1|src-jp-yakisoba-yokote-2,reviewed,2026-08-10,豚ひき肉|キャベツ|目玉焼き|福神漬け,straight_noodle|fried_egg|fukujinzuke|sweet_sauce|local_standard,小麦・大豆・卵・豚肉を含む。ソース、福神漬けの原材料も確認が必要。,4.5,4.4,2.0,editorial_source_review_v1,yakisoba-yokote
jp-udon-hippari,ひっぱりうどん,,ひきずりうどん,JP,06,tohoku,村山市・山形県内陸部,38.483,140.381,japan,udon,regional,published,dipping,小麦粉|食塩,乾麺または生麺の中太うどん,ゆで湯を活用,醤油|納豆|さば缶|かつお節,山形|村山|鍋から引っ張る|納豆|さば缶,鍋でゆでたうどんを各自が直接引き上げ、納豆やさば缶、醤油などを混ぜたたれで食べる山形県内陸部の家庭料理。,保存しやすい乾麺、納豆、缶詰を活用できる冬の食として親しまれ、名称は鍋から麺を引っぱる食べ方に由来すると説明される。,納豆、さば缶、卵、かつお節、ねぎなどの組み合わせは家庭差が大きい。,jp-style-udon-kamaage,src-jp-udon-hippari-1|src-jp-udon-hippari-2,reviewed,2026-08-10,納豆|さば水煮缶|ねぎ|卵（任意）,communal|pot_to_bowl|natto|canned_mackerel|winter_food|savory,小麦・大豆を含む。さば・卵を使う場合が多い。,4.2,4.5,3.5,editorial_source_review_v1,udon-hippari
jp-soba-tsumetai-niku,冷たい肉そば,,,JP,06,tohoku,河北町,38.426,140.314,japan,soba,regional,published,soup,そば粉|小麦粉,中太で締まったそば,鶏だし|かつお節等,醤油|みりん,山形|河北町|冷たい汁|親鶏|肉そば,冷たい醤油味の鶏だし汁へ、歯ごたえのある親鶏肉とそばを合わせる河北町の名物。寒い季節にも食べられる。,地域の食堂で発達し、冷たい汁でも脂が固まりにくい調理や親鶏のうま味が特徴として定着した。,汁の甘さ、鶏油、肉の歯ごたえ、そばの太さは店で異なる。,jp-style-soba-kake,src-jp-soba-tsumetai-niku-1|src-jp-soba-tsumetai-niku-2,reviewed,2026-08-10,親鶏肉|ねぎ,cold_soup|chicken|firm|savory|year_round,そば・小麦・鶏肉・大豆・魚介を含むことが多い。,4.3,4.6,2.4,editorial_source_review_v1,soba-tsumetai-niku
jp-soba-ita,板そば,,,JP,06,tohoku,村山市・山形県内,38.483,140.381,japan,soba,regional,published,dipping,そば粉|小麦粉（店による）,太めで噛みごたえのあるそば,かつお節|昆布等,醤油|みりん,山形|村山|板|太いそば|大盛り,太めで噛みごたえのあるそばを、大きな木の板や浅い箱へ盛り、複数人で分けて食べる山形のそば。,農村の寄り合いや祝いの席で、大きな器に盛って振る舞う食文化と結び付く。,そば粉比率、麺の太さ、盛り量、板の形、つゆは店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-ita-1|src-jp-soba-ita-2,reviewed,2026-08-10,ねぎ|わさび|大根おろし等,wooden_board|thick|communal|firm|rural_soba,そば・小麦・大豆・魚介を含む。,4.5,4.2,2.2,editorial_source_review_v1,soba-ita
jp-soba-tachi,裁ちそば,,,JP,07,tohoku,檜枝岐村,37.024,139.388,japan,soba,regional,published,dipping,そば粉|つなぎ少量または不使用,生地を重ねず布のように裁つ太めのそば,かつお節|昆布等,醤油|みりん,福島|檜枝岐|裁つ|十割|山里,薄く延ばしたそば生地を折り畳まず、布を裁つように切る檜枝岐村のそば。太めで素朴な香りと食感を持つ。,山間地でそばが重要な作物となり、村の行事や日常食として独自の製法が受け継がれた。,そば粉比率、太さ、切り方、温冷、つゆは店と家庭で異なる。,jp-style-soba-mori-zaru,src-jp-soba-tachi-1|src-jp-soba-tachi-2,reviewed,2026-08-10,ねぎ|山菜|大根等,cut_without_folding|rustic|thick|mountain_village|high_buckwheat,そばを含む。小麦、大豆、魚介だしを含む場合がある。,4.9,4.8,3.4,editorial_source_review_v1,soba-tachi
jp-yakisoba-namie,なみえ焼そば,,浪江焼麺,JP,07,tohoku,浪江町,37.494,141.001,japan,yakisoba,regional,published,fried,小麦麺,極太の中華麺,,濃厚なソース|一味唐辛子,福島|浪江|極太麺|もやし|豚肉|一味唐辛子,極太麺、もやし、豚肉を濃厚なソースで炒め、一味唐辛子を添える浪江町の焼そば。,地域の食堂・労働者の食文化として親しまれ、地域団体商標としても登録されている。,ソースの濃さ、麺の焼き具合、一味の量は提供店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-namie-1|src-jp-yakisoba-namie-2,reviewed,2026-08-10,豚肉|もやし,extra_thick|bean_sprouts|pork|strong_sauce|chili_optional|simple_ingredients,小麦・大豆・豚肉を含む。ソース原料を確認する必要がある。,4.4,4.7,2.8,editorial_source_review_v1,yakisoba-namie
jp-udon-mimi,耳うどん,,,JP,09,kanto,佐野市仙波町周辺,36.314,139.578,japan,udon,regional,published,soup,小麦粉|食塩,耳の形に折った厚めの生地,かつお節|昆布|鶏（家庭による）,醤油|塩,栃木|佐野|仙波|正月|耳の形,小麦の生地を耳のような形に折り、野菜などと汁で煮る佐野市周辺の郷土料理。正月や祝いの席と結び付く。,耳を食べて悪い話を聞かない、魔除けになるといった伝承とともに年中行事の料理として受け継がれてきた。,汁のだし、具材、耳形の大きさは家庭で異なる。,jp-style-udon-kake,src-jp-udon-mimi-1|src-jp-udon-mimi-2,reviewed,2026-08-10,野菜|しいたけ|鶏肉|なると等,festival_food|new_year|irregular_shape|soup|vegetables,小麦・大豆を含むことが多い。鶏肉、魚介だし、卵、練り物等は確認が必要。,4.8,5.0,4.1,editorial_source_review_v1,udon-mimi
jp-udon-okkirikomi,おっきりこみ,,おきりこみ,JP,10,kanto,群馬県内,36.391,139.06,japan,udon,regional,published,stew,小麦粉|水,幅広く厚めの生麺,煮干し|かつお節|昆布等,醤油|味噌,群馬|煮込み|幅広麺|野菜|家庭料理,幅広い生麺を、季節の野菜と一緒に醤油や味噌仕立ての汁で煮込む群馬県の郷土料理。,小麦作が盛んな地域で、打ち粉の付いた麺を鍋へ直接入れる日常食として受け継がれてきた。,味噌・醤油、野菜、肉の有無、麺の幅、汁のとろみは家庭差が大きい。,jp-style-udon-kake,src-jp-udon-okkirikomi-1|src-jp-udon-okkirikomi-2,reviewed,2026-08-10,大根|にんじん|里芋|ねぎ|きのこ等,stew|wide_flat|vegetables|one_pot|winter_food,小麦・大豆を含む。魚介だし、肉、きのこ等は提供先へ確認が必要。,4.8,4.3,2.4,editorial_source_review_v1,udon-okkirikomi
jp-udon-himokawa,ひもかわうどん,,ひもかわ,JP,10,kanto,桐生市周辺,36.405,139.331,japan,udon,regional,published,hybrid,小麦粉|食塩|水,非常に幅広い平打ち麺,かつお節|昆布|煮干し等,醤油|みりん,群馬|桐生|幅広|平打ち|帯状,帯のように幅広い平打ち麺を温かいつゆや冷たいつけ汁で食べる、桐生地域を代表するうどん。,群馬の小麦・うどん文化の中で発達し、店によっては数センチ以上の幅を持つ麺が提供される。,麺幅、厚み、温冷、つゆ、具材は店による差が非常に大きい。,jp-style-udon-kake|jp-style-udon-zaru,src-jp-udon-himokawa-1|src-jp-udon-himokawa-2,reviewed,2026-08-10,ねぎ|油揚げ|肉|野菜等,very_wide|flat|smooth|cold_or_hot|kiryu_food,小麦・大豆を含む。つゆの魚介、肉、卵等は確認が必要。,4.3,5.0,3.8,editorial_source_review_v1,udon-himokawa
jp-udon-mizusawa,水沢うどん,,,JP,10,kanto,渋川市伊香保町水沢,36.489,139.0,japan,udon,regional,published,dipping,小麦粉|食塩|水,やや太めでつやのある角麺,かつお節|昆布,醤油|ごまだれ（店による）,群馬|渋川|伊香保|水澤観世音|つけうどん,強いコシと透明感のあるつや、なめらかなのどごしを楽しむ渋川市水沢地区のうどん。冷たい麺を醤油だれやごまだれで食べる形が代表的。,水澤観世音の門前で参拝客へ供されたうどんとして語られ、水沢地区に専門店が並ぶ。,麺の太さと熟成、醤油だれ・ごまだれの配合、添え物は店ごとに異なる。,jp-style-udon-zaru,src-jp-udon-mizusawa-1|src-jp-udon-mizusawa-2,reviewed,2026-08-10,ねぎ|しょうが|ごま|天ぷら（任意）,firm|smooth|dipping|temple_town|sesame_sauce_optional,小麦・大豆を含む。ごまだれはごま、天ぷらは卵・えび等を含む可能性がある。,4.5,3.6,1.8,editorial_source_review_v1,udon-mizusawa
jp-yakisoba-ota,上州太田焼そば,,太田焼そば,JP,10,kanto,太田市,36.291,139.375,japan,yakisoba,regional,published,fried,小麦麺,中太〜太麺（店ごとに多様）,,ソース,群馬|太田|黒い焼そば|ソース,濃い色のソース焼きそばを中心に、多様な麺と具が共存する太田市の食文化。店ごとの個性が大きい。,工業都市の食堂や屋台で親しまれ、地域のご当地グルメとして発信されている。,麺の太さ、ソースの色・甘さ、具材、焼き加減に非常に大きな差がある。,jp-style-yakisoba-sauce,src-jp-yakisoba-ota-1|src-jp-yakisoba-ota-2,reviewed,2026-08-10,キャベツ|肉|青のり等（店による）,dark_sauce|shop_variation|industrial_city|fried|thick_noodle,小麦・大豆を含む。肉、卵、魚介、ソース原料は店舗ごとに確認が必要。,3.9,3.8,2.0,editorial_source_review_v1,yakisoba-ota
jp-udon-kazo,加須うどん,,,JP,11,kanto,加須市,36.132,139.601,japan,udon,regional,published,hybrid,小麦粉|食塩|水,手打ちの中太〜太麺,かつお節|昆布等,醤油|みりん,埼玉|加須|手打ち|小麦|うどん店,小麦産地の加須市で手打ち文化が根付いたうどん。コシとのどごしを生かし、冷温さまざまな食べ方がある。,利根川流域の小麦生産と結び付き、寺社への奉納や地域のもてなし料理として伝えられてきた。,麺の太さ、硬さ、つゆ、冷温、天ぷら等は店ごとに異なる。,jp-style-udon-zaru|jp-style-udon-kake,src-jp-udon-kazo-1|src-jp-udon-kazo-2,reviewed,2026-08-10,ねぎ|しょうが|天ぷら等,handmade|firm|smooth|cold_or_hot|wheat_region,小麦・大豆を含む。つゆの魚介、天ぷらの卵・えび等は確認が必要。,4.7,3.5,1.6,editorial_source_review_v1,udon-kazo
jp-udon-musashino,武蔵野うどん,,,JP,11,kanto,埼玉県西部・東京都多摩地域,35.798,139.474,japan,udon,regional,published,dipping,小麦粉|食塩|水,褐色がかった太く硬めの麺,かつお節|昆布|豚肉のうま味,醤油|みりん,埼玉|多摩|肉汁うどん|地粉|強いコシ,地粉の風味を感じる太く硬めの麺を、豚肉とねぎを入れた温かい肉汁などにつけて食べる武蔵野台地のうどん文化。,小麦作が盛んな武蔵野台地で、冠婚葬祭や日常の食として手打ちうどんが発達した。,麺の硬さ、地粉比率、肉汁の甘さ、具材は店と地域で異なる。,jp-style-udon-zaru,src-jp-udon-musashino-1|src-jp-udon-musashino-2,reviewed,2026-08-10,豚肉|長ねぎ|油揚げ等,firm|thick|wheat_aroma|meat_dipping_soup|rural_food,小麦・大豆・豚肉を含む。つゆは魚介を含むことが多い。,4.6,4.2,2.0,editorial_source_review_v1,udon-musashino
jp-soba-jindaiji,深大寺そば,,,JP,13,kanto,調布市深大寺,35.672,139.55,japan,soba,regional,published,hybrid,そば粉|小麦粉,細め〜中細のそば,かつお節|昆布等,醤油|みりん,東京|調布|深大寺|門前|そば店,深大寺の門前にそば店が並び、参拝とともに親しまれてきた調布市のそば文化。,周辺の水と寺社への献上・門前商いに結び付く歴史が語られ、現在も地域の観光・食文化を形作る。,そば粉比率、手打ち、温冷、天ぷら、つゆは店ごとに異なる。,jp-style-soba-mori-zaru|jp-style-soba-kake,src-jp-soba-jindaiji-1|src-jp-soba-jindaiji-2,reviewed,2026-08-10,ねぎ|わさび|天ぷら等,temple_town|spring_water|historic_soba_shops|cold_or_hot,そば・小麦・大豆・魚介を含む。天ぷらは卵・えび等を含む場合がある。,4.6,3.5,1.6,editorial_source_review_v1,soba-jindaiji
jp-soba-hegi,へぎそば,,,JP,15,chubu,小千谷市・十日町市,37.313,138.793,japan,soba,regional,published,dipping,そば粉|布海苔,細めでつるりとしたそばを一口ずつ束ねる,かつお節|昆布等,醤油|みりん,新潟|小千谷|十日町|布海苔|へぎ|手振り,海藻の布海苔をつなぎに使い、つるりとした弾力のあるそばを一口分ずつ「へぎ」へ並べる新潟のそば。,織物産地で糸の糊付けに使われた布海苔を、そばのつなぎへ応用した食文化と説明される。,布海苔量、そば粉比率、束ね方、からし・わさび、つゆは店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-hegi-1|src-jp-soba-hegi-2,reviewed,2026-08-10,ねぎ|からし|わさび等,funori_binder|smooth|elastic|wooden_tray|portion_bundles,そば・大豆・魚介を含む。小麦を使う場合がある。,4.8,4.9,2.6,editorial_source_review_v1,soba-hegi
jp-yakisoba-itoigawa-black,糸魚川ブラック焼きそば,,糸魚川ブラック焼そば,JP,15,chubu,糸魚川市,37.039,137.863,japan,yakisoba,regional,published,fried,小麦麺,中太麺,,いか墨|ソース・塩等（店による）,新潟|糸魚川|いか墨|黒い焼きそば|いか,いか墨で黒く仕上げ、いかを使う糸魚川市のご当地焼きそば。魚介のうま味と見た目の個性が強い。,地域の海産物を生かす新しいご当地グルメとして、市内店舗の協力で展開されている。,味付け、具材、卵やチーズなどの仕上げは店ごとに自由度が高い。,jp-style-yakisoba-sauce|jp-style-yakisoba-salt,src-jp-yakisoba-itoigawa-black-1|src-jp-yakisoba-itoigawa-black-2,reviewed,2026-08-10,新潟県産いか|野菜|卵等（店による）,squid_ink|black|seafood|creative_local_gourmet|fried,小麦・いか・大豆を含む。卵・乳等を使う店もある。,3.0,5.0,4.1,editorial_source_review_v1,yakisoba-itoigawa-black
jp-udon-himi,氷見うどん,,,JP,16,chubu,氷見市,36.857,136.987,japan,udon,regional,published,hybrid,小麦粉|食塩|水,細め〜中細の手延べ・手打ち麺,かつお節|昆布|煮干し等,醤油|みりん,富山|氷見|手延べ|細麺|もちもち,細めながら強い粘りと弾力を持ち、なめらかなのどごしを楽しむ氷見のうどん。温冷どちらでも食べられる。,輪島のそうめんや手延べ技術との関係が語られ、氷見の製麺文化として発達した。,手延べ・手打ち、麺の太さ、乾麺・半生麺、つゆは製造者と店で異なる。,jp-style-udon-zaru|jp-style-udon-kake,src-jp-udon-himi-1|src-jp-udon-himi-2,reviewed,2026-08-10,薬味|天ぷら等,hand_stretched|thin|smooth|elastic|cold_or_hot,小麦・大豆を含む。つゆは魚介、天ぷらは卵・えび等を含むことがある。,4.5,4.0,1.8,editorial_source_review_v1,udon-himi
jp-soba-echizen-oroshi,越前おろしそば,,越前そば,JP,18,chubu,福井県内,36.065,136.222,japan,soba,regional,published,dipping,そば粉|小麦粉,やや太めで色の濃いそば,かつお節|昆布等,醤油|みりん,福井|越前|おろしそば|大根おろし|冷たい,冷たいそばへ大根おろし、だしつゆ、ねぎ、かつお節を合わせる福井の代表的なそば。,福井の在来そばと大根を生かす日常食として定着し、地域の食文化を象徴する。,つゆをかけるかつけるか、大根の辛さ、麺の太さ、そば粉比率は店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-echizen-oroshi-1|src-jp-soba-echizen-oroshi-2,reviewed,2026-08-10,大根おろし|ねぎ|かつお節,grated_daikon|cold|robust_buckwheat|bonito_flakes|refreshing,そば・小麦・大豆・魚介を含む。,4.9,4.5,2.0,editorial_source_review_v1,soba-echizen-oroshi
jp-udon-yoshida,吉田のうどん,,,JP,19,chubu,富士吉田市,35.487,138.808,japan,udon,regional,published,soup,小麦粉|食塩|水,非常に太く硬い角麺,煮干し|かつお節|昆布|肉,醤油|味噌,山梨|富士吉田|硬い麺|キャベツ|すりだね,非常に太く硬い麺を、醤油と味噌を合わせた汁で食べ、ゆでキャベツや肉、辛いすりだねを添える富士吉田市のうどん。,織物産業の町で、男性が力強く麺を打ったことなどが硬い麺の食文化に結び付いたと説明される。,味噌と醤油の比率、肉、キャベツ、すりだね、麺の硬さは店で異なる。,jp-style-udon-kake,src-jp-udon-yoshida-1|src-jp-udon-yoshida-2,reviewed,2026-08-10,ゆでキャベツ|馬肉・豚肉|ねぎ|すりだね,extra_firm|thick|cabbage|meat|spicy_condiment|mountain_city,小麦・大豆を含む。肉、魚介だし、唐辛子等は確認が必要。,4.7,4.9,3.0,editorial_source_review_v1,udon-yoshida
jp-other-hoto,ほうとう,,餺飥,JP,19,chubu,山梨県内,35.664,138.568,japan,other,regional,published,stew,小麦粉|水,幅広く厚い生麺,煮干し|かつお節|昆布等,味噌,山梨|郷土料理|味噌|かぼちゃ|煮込み|幅広麺,幅広い生麺を、かぼちゃや根菜などと一緒に味噌仕立ての汁で煮込む山梨県の郷土料理。,山梨の山間部で、小麦と季節の野菜を一鍋で食べる日常食として受け継がれてきた。成立経緯には諸説がある。,味噌の種類、かぼちゃの量、肉の有無、麺の厚さ、汁のとろみは家庭・店・季節で大きく異なる。,jp-style-udon-kake,src-jp-other-hoto-1|src-jp-other-hoto-2,reviewed,2026-08-10,かぼちゃ|里芋|大根|にんじん|白菜|きのこ等,other_regional_noodle|miso_stew|wide_flat|pumpkin|vegetables|one_pot,小麦・大豆を含む。だしは魚介、具に豚肉・鶏肉・きのこ類を含む場合がある。,5.0,4.8,2.7,editorial_source_review_v1,other-hoto
jp-soba-toji,とうじそば,,,JP,20,chubu,松本市奈川,36.098,137.68,japan,soba,regional,published,hot_pot,そば粉|小麦粉,中細のそば,きのこ|山菜|鶏・野菜|かつお節等,醤油|塩,長野|奈川|投汁|鍋|きのこ|冬,小さな竹かごへそばを入れ、具だくさんの熱い鍋汁で温めて食べる松本市奈川の冬の郷土料理。,寒冷な山間地で、そばを冷まさず具とともに食べる知恵として受け継がれてきた。,きのこ、山菜、鶏肉、だし、そばの温め方は店と家庭で異なる。,jp-style-soba-kake,src-jp-soba-toji-1|src-jp-soba-toji-2,reviewed,2026-08-10,きのこ|山菜|鶏肉|油揚げ|ねぎ等,hot_pot|dipping_basket|winter_food|mushrooms|mountain_food,そば・小麦・大豆・魚介・鶏肉を含む場合がある。,4.7,4.8,3.0,editorial_source_review_v1,soba-toji
jp-soba-togakushi,戸隠そば,,,JP,20,chubu,長野市戸隠,36.742,138.084,japan,soba,regional,published,dipping,そば粉|小麦粉,細め〜中細のそばをぼっち盛りにする,かつお節|昆布等,醤油|みりん,長野|戸隠|ぼっち盛り|修験道|そば,そばを小さな束にしてざるへ盛る「ぼっち盛り」が代表的な戸隠のそば。山の水とそば文化を背景に持つ。,戸隠信仰・宿坊のもてなしと結び付くそば文化として発達し、地域の専門店で継承されている。,束の数、そば粉比率、辛味大根、天ぷら、つゆは店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-togakushi-1|src-jp-soba-togakushi-2,reviewed,2026-08-10,辛味大根|ねぎ|わさび|天ぷら等,botchi_mori|mountain_soba|pilgrimage|strong_aroma|cold,そば・小麦・大豆・魚介を含む。天ぷらは卵等を含む。,5.0,4.4,1.9,editorial_source_review_v1,soba-togakushi
jp-soba-takato,高遠そば,,,JP,20,chubu,伊那市高遠町,35.835,138.062,japan,soba,regional,published,dipping,そば粉|小麦粉,中細のそば,大根のおろし汁|焼き味噌|かつお節等,味噌|醤油（現代の提供形態による）,長野|伊那|高遠|辛つゆ|大根汁|焼き味噌,辛味大根のおろし汁へ焼き味噌や薬味を加えた「辛つゆ」で食べる伝統的な形を持つ高遠のそば。,高遠藩と会津などのそば文化交流に結び付く歴史が語られ、地域で復元・発信されている。,大根の辛さ、味噌、現代的なつゆとの併用、そば粉比率は店で異なる。,jp-style-soba-mori-zaru,src-jp-soba-takato-1|src-jp-soba-takato-2,reviewed,2026-08-10,辛味大根|焼き味噌|ねぎ,grated_daikon_juice|roasted_miso|historic_dipping_sauce|spicy,そば・大豆を含む。小麦・魚介だしを含む場合がある。,4.8,4.8,3.1,editorial_source_review_v1,soba-takato
jp-yakisoba-fujinomiya,富士宮やきそば,,富士宮焼きそば,JP,22,chubu,富士宮市,35.222,138.621,japan,yakisoba,regional,published,fried,小麦麺,コシの強い蒸し麺,肉かすのうま味,ソース,静岡|富士宮|肉かす|削り粉|コシ|蒸し麺,コシの強い独特の蒸し麺を肉かす、キャベツと炒め、いわしの削り粉を振る富士宮市の焼きそば。,地域の製麺・食堂文化を基盤に、特徴的な麺と材料を共有するご当地グルメとして全国に知られる。,製麺所、ソース、麺の焼き加減、肉かす・削り粉の量は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-fujinomiya-1|src-jp-yakisoba-fujinomiya-2,reviewed,2026-08-10,肉かす|キャベツ|いわし削り粉|青のり,firm_noodle|meat_scraps|sardine_powder|cabbage|strong_roast|regional_rules,小麦・大豆・豚肉・魚を含む。,4.6,4.8,2.4,editorial_source_review_v1,yakisoba-fujinomiya
jp-yakisoba-seto-shoyu,瀬戸しょうゆ焼そば,,瀬戸焼そば,JP,23,chubu,瀬戸市,35.223,137.084,japan,yakisoba,regional,published,fried,小麦麺,中太の蒸し麺,豚肉の煮汁,醤油,愛知|瀬戸|しょうゆ|豚肉|キャベツ,ソースではなく醤油を用い、豚肉の煮汁のうま味を麺へ含ませて炒める瀬戸市の焼そば。,陶磁器の町・瀬戸の食堂文化の中で親しまれ、地域団体が普及に取り組む。,醤油と煮汁の濃さ、麺の蒸し具合、具材量は店で異なる。,jp-style-yakisoba-sauce,src-jp-yakisoba-seto-shoyu-1|src-jp-yakisoba-seto-shoyu-2,reviewed,2026-08-10,豚肉|キャベツ,soy_sauce|pork_broth|simple|pottery_town|fried,小麦・大豆・豚肉を含む。,3.9,4.5,2.5,editorial_source_review_v1,yakisoba-seto-shoyu
jp-other-kishimen,きしめん,,,JP,23,chubu,名古屋市・愛知県内,35.181,136.906,japan,other,regional,published,hybrid,小麦粉|食塩|水,薄く幅広い平打ち麺,むろあじ節|かつお節|昆布等,たまり醤油|醤油|みりん,愛知|名古屋|平打ち|幅広|たまり醤油,薄く幅広い平打ち麺を、だしの効いた温かいつゆや冷たいつけ汁で味わう愛知・名古屋の代表的な麺文化。,愛知県の小麦食文化とともに発達した地域麺。名称や成立には複数の説があるため、特定の起源は断定しない。,麺の幅と厚み、温冷、つゆの色と甘さ、たまり醤油の使用、具材は店や地域で異なる。,jp-style-udon-kake|jp-style-udon-zaru,src-jp-other-kishimen-1|src-jp-other-kishimen-2,reviewed,2026-08-10,油揚げ|かまぼこ|青菜|かつお節|ねぎ等,other_regional_noodle|wide_flat|thin|dashi_forward|cold_or_hot|nagoya_food,小麦・大豆を含む。つゆは魚介を含むことが多く、油揚げ・練り物等も確認が必要。,4.8,4.3,2.1,editorial_source_review_v1,other-kishimen
jp-udon-ise,伊勢うどん,,,JP,24,kinki,伊勢市,34.487,136.709,japan,udon,regional,published,sauce,小麦粉|食塩|水,極太で非常にやわらかい麺,たれにだしを加える場合がある,たまり醤油|濃口醤油|みりん|砂糖,三重|伊勢|極太|やわらかい|たまり醤油,長時間ゆでた極太のやわらかい麺へ、たまり醤油を基調とした濃色の甘辛いたれを絡める伊勢のうどん。,伊勢参りの旅人へ消化しやすく素早く提供できる食として発達したとされる。,たれの甘さ・だし、麺のやわらかさ、卵や肉などの追加は店で異なる。,jp-style-udon-kake,src-jp-udon-ise-1|src-jp-udon-ise-2,reviewed,2026-08-10,ねぎ|卵|肉等（任意）,extra_thick|very_soft|dark_tare|sweet_savory|pilgrimage_food,小麦・大豆を含む。卵・肉・魚介だし等は店舗確認が必要。,5.0,4.9,2.8,editorial_source_review_v1,udon-ise
