dish_id,dish_name,facet_id,facet_label_ja,group_id,source,confidence,display_eligible,evidence
jp-139,山陰ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-139,山陰ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-139,山陰ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-139,山陰ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-139,山陰ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-139,山陰ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-139,山陰ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-139,山陰ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-139,山陰ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-140,しじみラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-140,しじみラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-140,しじみラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-140,しじみラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.86,true,name_explicit:魚介素材
jp-140,しじみラーメン,seafood_ingredient,魚介を使う,ingredient,structured_field,0.86,true,name_explicit:魚介素材
jp-140,しじみラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-140,しじみラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-140,しじみラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-141,松江ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-142,岡山ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-143,トンカツラーメン,meat_ingredient,肉を使う,ingredient,legacy_tag,0.88,true,legacy_tag:カツ
jp-143,トンカツラーメン,tempura,天ぷら・揚げ物,ingredient,structured_field,0.86,true,name_explicit:揚げ物
jp-143,トンカツラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-143,トンカツラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-144,新見ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-145,笠岡ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-146,広島ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-146,広島ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,seafood_forward,魚介が強い,broth_seasoning,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-146,広島ラーメン,double_broth,動物系と魚介の合わせだし,broth_seasoning,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,soft_noodle,やわらかい麺,noodle,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:広島ラーメン
jp-146,広島ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-147,広島つけ麺,thick_noodle,太麺,noodle,numeric_derived,0.62,false,noodle.thickness>=3.5
jp-147,広島つけ麺,dipping,つけて食べる,serving,structured_field,0.88,true,form:dipping
jp-147,広島つけ麺,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-148,汁無し担々麺,brothless,汁なし・まぜ,serving,structured_field,0.88,true,form:dry
jp-148,汁無し担々麺,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-148,汁無し担々麺,spicy,辛い・香辛料が効く,taste_aroma,structured_field,0.86,true,name_explicit:辛味
jp-149,尾道ラーメン,soy_sauce,醤油系,broth_seasoning,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,seafood_forward,魚介が強い,broth_seasoning,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,backfat,背脂,broth_seasoning,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-149,尾道ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,flat_noodle,平打ち・幅広麺,noodle,legacy_tag,0.88,true,legacy_tag:平打ち麺
jp-149,尾道ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:尾道ラーメン
jp-149,尾道ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-149,尾道ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-150,呉冷麺,cold,冷たい,serving,structured_field,0.88,true,form:cold
jp-150,呉冷麺,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-151,広島牡蠣ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-151,広島牡蠣ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-151,広島牡蠣ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-151,広島牡蠣ラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.86,true,name_explicit:魚介素材
jp-151,広島牡蠣ラーメン,seafood_ingredient,魚介を使う,ingredient,structured_field,0.86,true,name_explicit:魚介素材
jp-151,広島牡蠣ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-151,広島牡蠣ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-151,広島牡蠣ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-152,宇部ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-153,下松牛骨ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-153,下松牛骨ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-153,下松牛骨ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-153,下松牛骨ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.86,true,name_explicit:牛骨
jp-153,下松牛骨ラーメン,beef_bone,牛骨,broth_seasoning,structured_field,0.86,true,name_explicit:牛骨
jp-153,下松牛骨ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-153,下松牛骨ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-154,瀬戸内ラーメンいりこそば,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-154,瀬戸内ラーメンいりこそば,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-154,瀬戸内ラーメンいりこそば,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-154,瀬戸内ラーメンいりこそば,niboshi,煮干し・節系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:煮干し
jp-154,瀬戸内ラーメンいりこそば,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-154,瀬戸内ラーメンいりこそば,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-154,瀬戸内ラーメンいりこそば,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-154,瀬戸内ラーメンいりこそば,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-155,徳島ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-155,徳島ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,meat_ingredient,肉を使う,ingredient,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,egg,卵を使う,ingredient,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,soft_noodle,やわらかい麺,noodle,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:徳島ラーメン
jp-155,徳島ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-155,徳島ラーメン,sweet_savory,甘辛い,taste_aroma,manual_review,0.93,true,manual_review:徳島ラーメン
jp-156,松山瓢系ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-157,今治ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-158,八幡浜ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-158,八幡浜ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-158,八幡浜ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-158,八幡浜ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-158,八幡浜ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-158,八幡浜ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-158,八幡浜ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-158,八幡浜ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-158,八幡浜ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-158,八幡浜ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-159,みそカツラーメン,miso,味噌系,broth_seasoning,legacy_tag,0.88,true,legacy_tag:味噌
jp-159,みそカツラーメン,tempura,天ぷら・揚げ物,ingredient,structured_field,0.86,true,name_explicit:揚げ物
jp-159,みそカツラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-159,みそカツラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-159,みそカツラーメン,fermented,発酵感がある,taste_aroma,legacy_tag,0.88,true,legacy_tag:味噌
jp-160,須崎鍋焼きラーメン,fried_griddle,焼き・炒め,serving,structured_field,0.88,true,form:fried
jp-160,須崎鍋焼きラーメン,roasted,香ばしい,taste_aroma,legacy_tag,0.88,true,legacy_tag:焼き・炒め
jp-161,中日そば,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-161,中日そば,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-161,中日そば,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-161,中日そば,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-161,中日そば,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-161,中日そば,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-162,博多ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-162,博多ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-162,博多ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-162,博多ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,kaedama,替え玉文化,culture,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,firm_noodle,コシが強い,noodle,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-162,博多ラーメン,garlic,にんにくが効く,taste_aroma,manual_review,0.93,true,manual_review:博多ラーメン
jp-162,博多ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-163,長浜ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-163,長浜ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-163,長浜ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-163,長浜ラーメン,pork_bone,豚骨,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-163,長浜ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-163,長浜ラーメン,kaedama,替え玉文化,culture,legacy_tag,0.88,true,legacy_tag:替え玉文化
jp-163,長浜ラーメン,thin_noodle,細麺,noodle,numeric_derived,0.62,false,noodle.thickness<=2.2
jp-163,長浜ラーメン,firm_noodle,コシが強い,noodle,numeric_derived,0.62,false,noodle.firmness>=3.6
jp-163,長浜ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-163,長浜ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-163,長浜ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-163,長浜ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-164,焼きラーメン,fried_griddle,焼き・炒め,serving,structured_field,0.88,true,form:fried
jp-164,焼きラーメン,roasted,香ばしい,taste_aroma,legacy_tag,0.88,true,legacy_tag:焼き・炒め
jp-165,久留米ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-165,久留米ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-165,久留米ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-165,久留米ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,thin_noodle,細麺,noodle,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:久留米ラーメン
jp-165,久留米ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-165,久留米ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-166,ちゃんらー,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-166,ちゃんらー,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-166,ちゃんらー,dashi_forward,だしが主役,broth_seasoning,structured_field,0.78,true,structured:だし
jp-166,ちゃんらー,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-166,ちゃんらー,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-166,ちゃんらー,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-167,戸畑ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-167,戸畑ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-167,戸畑ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-167,戸畑ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-167,戸畑ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-167,戸畑ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-167,戸畑ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-167,戸畑ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-167,戸畑ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-167,戸畑ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-168,佐賀ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-168,佐賀ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-168,佐賀ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-168,佐賀ラーメン,pork_bone,豚骨,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-168,佐賀ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-168,佐賀ラーメン,egg,卵を使う,ingredient,structured_field,0.78,true,ingredient:卵
jp-168,佐賀ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-168,佐賀ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-168,佐賀ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-168,佐賀ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-169,佐賀ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-169,佐賀ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-169,佐賀ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-169,佐賀ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-169,佐賀ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-169,佐賀ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-169,佐賀ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-169,佐賀ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-169,佐賀ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-169,佐賀ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-170,マジェンバ,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-171,あごだしラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-171,あごだしラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-171,あごだしラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-171,あごだしラーメン,niboshi,煮干し・節系,broth_seasoning,structured_field,0.86,true,name_explicit:魚介乾物
jp-171,あごだしラーメン,dashi_forward,だしが主役,broth_seasoning,structured_field,0.86,true,name_explicit:魚介乾物
jp-171,あごだしラーメン,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.86,true,name_explicit:魚介乾物
jp-171,あごだしラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-171,あごだしラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-171,あごだしラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-172,長崎ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-172,長崎ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-172,長崎ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-172,長崎ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-172,長崎ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-172,長崎ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-172,長崎ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-172,長崎ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-172,長崎ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-172,長崎ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-173,熊本ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-173,熊本ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-173,熊本ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-173,熊本ラーメン,pork_bone,豚骨,broth_seasoning,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,animal_forward,動物系が強い,broth_seasoning,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,traditional,伝統的・王道,culture,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,soup,汁あり,serving,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,rich,濃厚,taste_aroma,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-173,熊本ラーメン,roasted,香ばしい,taste_aroma,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,garlic,にんにくが効く,taste_aroma,manual_review,0.93,true,manual_review:熊本ラーメン
jp-173,熊本ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-174,玉名ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-174,玉名ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-174,玉名ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-174,玉名ラーメン,pork_bone,豚骨,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-174,玉名ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-174,玉名ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-174,玉名ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-174,玉名ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-174,玉名ラーメン,roasted,香ばしい,taste_aroma,legacy_tag,0.88,true,legacy_tag:焦がしにんにく
jp-174,玉名ラーメン,garlic,にんにくが効く,taste_aroma,structured_field,0.78,true,structured:にんにく
jp-174,玉名ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-175,天草ちゃんぽん,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-175,天草ちゃんぽん,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-175,天草ちゃんぽん,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-175,天草ちゃんぽん,seafood_forward,魚介が強い,broth_seasoning,structured_field,0.78,true,structured:魚介
jp-175,天草ちゃんぽん,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:動物系
jp-175,天草ちゃんぽん,vegetables,野菜が多い,ingredient,structured_field,0.86,true,name_explicit:野菜系
jp-175,天草ちゃんぽん,seafood_ingredient,魚介を使う,ingredient,legacy_tag,0.88,true,legacy_tag:魚介
jp-175,天草ちゃんぽん,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-175,天草ちゃんぽん,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-175,天草ちゃんぽん,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
jp-176,太平燕,thin_noodle,細麺,noodle,numeric_derived,0.62,false,noodle.thickness<=2.2
jp-176,太平燕,glass_noodle,春雨・でん粉麺,noodle,structured_field,0.86,true,name_explicit:春雨・でん粉麺
jp-176,太平燕,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-177,佐伯ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-178,別府冷麺,cold,冷たい,serving,structured_field,0.88,true,form:cold
jp-178,別府冷麺,light,あっさり,taste_aroma,numeric_derived,0.62,false,taste.richness<=2.3 & oiliness<=2.3
jp-179,宮崎ラーメン,soy_sauce,醤油系,broth_seasoning,structured_field,0.78,true,structured:醤油
jp-179,宮崎ラーメン,salt,塩系,broth_seasoning,structured_field,0.78,true,structured:塩
jp-179,宮崎ラーメン,miso,味噌系,broth_seasoning,structured_field,0.78,true,structured:味噌
jp-179,宮崎ラーメン,pork_bone,豚骨,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-179,宮崎ラーメン,animal_forward,動物系が強い,broth_seasoning,structured_field,0.78,true,structured:豚骨
jp-179,宮崎ラーメン,soup,汁あり,serving,structured_field,0.74,false,collection_form:japan_local_ramen
jp-179,宮崎ラーメン,rich,濃厚,taste_aroma,numeric_derived,0.62,false,taste.richness>=3.5
jp-179,宮崎ラーメン,umami_forward,うま味が強い,taste_aroma,numeric_derived,0.62,false,taste.umami>=4.0
jp-179,宮崎ラーメン,fermented,発酵感がある,taste_aroma,structured_field,0.78,true,structured:味噌
